# generated by tools/gen_corpus.py from spec/data/corpus.txt
# reference: CPython inflection 0.5.1
# columns: word	underscore	camelize	camelize_lower	dasherize	humanize	pluralize	singularize	tableize	titleize	parameterize	transliterate
sma_SE	sma_se	SmaSE	smaSE	sma-SE	Sma se	sma_SEs	sma_SE	sma_ses	Sma Se	sma_se	sma_SE
smallest	smallest	Smallest	smallest	smallest	Smallest	smallests	smallest	smallests	Smallest	smallest	smallest
smj_NO	smj_no	SmjNO	smjNO	smj-NO	Smj no	smj_NOs	smj_NO	smj_nos	Smj No	smj_no	smj_NO
smooth	smooth	Smooth	smooth	smooth	Smooth	smooths	smooth	smooths	Smooth	smooth	smooth
sn	sn	Sn	sn	sn	Sn	sns	sn	sns	Sn	sn	sn
snake_case	snake_case	SnakeCase	snakeCase	snake-case	Snake case	snake_cases	snake_case	snake_cases	Snake Case	snake_case	snake_case
so_dj	so_dj	SoDj	soDj	so-dj	So dj	so_djs	so_dj	so_djs	So Dj	so_dj	so_dj
so_ke	so_ke	SoKe	soKe	so-ke	So ke	so_kes	so_ke	so_kes	So Ke	so_ke	so_ke
socketserver	socketserver	Socketserver	socketserver	socketserver	Socketserver	socketservers	socketserver	socketservers	Socketserver	socketserver	socketserver
software	software	Software	software	software	Software	softwares	software	softwares	Software	software	software
solipsis	solipsis	Solipsis	solipsis	solipsis	Solipsis	solipses	solipsi	solipses	Solipsis	solipsis	solipsis
some	some	Some	some	some	Some	somes	some	somes	Some	some	some
some_class	some_class	SomeClass	someClass	some-class	Some class	some_classes	some_class	some_classes	Some Class	some_class	some_class
some_string	some_string	SomeString	someString	some-string	Some string	some_strings	some_string	some_strings	Some String	some_string	some_string
someday	someday	Someday	someday	someday	Someday	somedays	someday	somedays	Someday	someday	someday
somewhere	somewhere	Somewhere	somewhere	somewhere	Somewhere	somewheres	somewhere	somewheres	Somewhere	somewhere	somewhere
sort_keys	sort_keys	SortKeys	sortKeys	sort-keys	Sort keys	sort_keys	sort_key	sort_keys	Sort Keys	sort_keys	sort_keys
sort_tuple	sort_tuple	SortTuple	sortTuple	sort-tuple	Sort tuple	sort_tuples	sort_tuple	sort_tuples	Sort Tuple	sort_tuple	sort_tuple
source_mtime	source_mtime	SourceMtime	sourceMtime	source-mtime	Source mtime	source_mtimes	source_mtime	source_mtimes	Source Mtime	source_mtime	source_mtime
sourcename	sourcename	Sourcename	sourcename	sourcename	Sourcename	sourcenames	sourcename	sourcenames	Sourcename	sourcename	sourcename
sources	sources	Sources	sources	sources	Sources	sources	source	sources	Sources	sources	sources
sp	sp	Sp	sp	sp	Sp	sps	sp	sps	Sp	sp	sp
sp_YU	sp_yu	SpYU	spYU	sp-YU	Sp yu	sp_YUs	sp_YU	sp_yus	Sp Yu	sp_yu	sp_YU
sp_yu	sp_yu	SpYu	spYu	sp-yu	Sp yu	sp_yus	sp_yu	sp_yus	Sp Yu	sp_yu	sp_yu
spaces	spaces	Spaces	spaces	spaces	Spaces	spaces	space	spaces	Spaces	spaces	spaces
span	span	Span	span	span	Span	spans	span	spans	Span	span	span
spare	spare	Spare	spare	spare	Spare	spares	spare	spares	Spare	spare	spare
spawnl	spawnl	Spawnl	spawnl	spawnl	Spawnl	spawnls	spawnl	spawnls	Spawnl	spawnl	spawnl
spawnle	spawnle	Spawnle	spawnle	spawnle	Spawnle	spawnles	spawnle	spawnles	Spawnle	spawnle	spawnle
spawnlp	spawnlp	Spawnlp	spawnlp	spawnlp	Spawnlp	spawnlps	spawnlp	spawnlps	Spawnlp	spawnlp	spawnlp
spawnvp	spawnvp	Spawnvp	spawnvp	spawnvp	Spawnvp	spawnvps	spawnvp	spawnvps	Spawnvp	spawnvp	spawnvp
special-case	special_case	Special-case	special-case	special-case	Special-case	special-cases	special-case	special_cases	Special Case	special-case	special-case
special_guest	special_guest	SpecialGuest	specialGuest	special-guest	Special guest	special_guests	special_guest	special_guests	Special Guest	special_guest	special_guest
specialguest	specialguest	Specialguest	specialguest	specialguest	Specialguest	specialguests	specialguest	specialguests	Specialguest	specialguest	specialguest
specialized	specialized	Specialized	specialized	specialized	Specialized	specializeds	specialized	specializeds	Specialized	specialized	specialized
species	species	Species	species	species	Species	species	species	species	Species	species	species
spill	spill	Spill	spill	spill	Spill	spills	spill	spills	Spill	spill	spill
spminor	spminor	Spminor	spminor	spminor	Spminor	spminors	spminor	spminors	Spminor	spminor	spminor
spokesman	spokesman	Spokesman	spokesman	spokesman	Spokesman	spokesmen	spokesman	spokesmen	Spokesman	spokesman	spokesman
spokesmen	spokesmen	Spokesmen	spokesmen	spokesmen	Spokesmen	spokesmen	spokesman	spokesmen	Spokesmen	spokesmen	spokesmen
sponsor	sponsor	Sponsor	sponsor	sponsor	Sponsor	sponsors	sponsor	sponsors	Sponsor	sponsor	sponsor
sponsors	sponsors	Sponsors	sponsors	sponsors	Sponsors	sponsors	sponsor	sponsors	Sponsors	sponsors	sponsors
square	square	Square	square	square	Square	squares	square	squares	Square	square	square
squeeze	squeeze	Squeeze	squeeze	squeeze	Squeeze	squeezes	squeeze	squeezes	Squeeze	squeeze	squeeze
squeeze   separators	squeeze   separators	Squeeze   separators	squeeze   separators	squeeze   separators	Squeeze   separators	squeeze   separators	squeeze   separator	squeeze   separators	Squeeze   Separators	squeeze-separators	squeeze   separators
squeeze-separators	squeeze_separators	Squeeze-separators	squeeze-separators	squeeze-separators	Squeeze-separators	squeeze-separators	squeeze-separator	squeeze_separators	Squeeze Separators	squeeze-separators	squeeze-separators
squeeze_separators	squeeze_separators	SqueezeSeparators	squeezeSeparators	squeeze-separators	Squeeze separators	squeeze_separators	squeeze_separator	squeeze_separators	Squeeze Separators	squeeze_separators	squeeze_separators
squeezeseparators	squeezeseparators	Squeezeseparators	squeezeseparators	squeezeseparators	Squeezeseparators	squeezeseparators	squeezeseparator	squeezeseparators	Squeezeseparators	squeezeseparators	squeezeseparators
srcdir	srcdir	Srcdir	srcdir	srcdir	Srcdir	srcdirs	srcdir	srcdirs	Srcdir	srcdir	srcdir
stack	stack	Stack	stack	stack	Stack	stacks	stack	stacks	Stack	stack	stack
stack_effect	stack_effect	StackEffect	stackEffect	stack-effect	Stack effect	stack_effects	stack_effect	stack_effects	Stack Effect	stack_effect	stack_effect
stacklevel-	stacklevel_	Stacklevel-	stacklevel-	stacklevel-	Stacklevel-	stacklevel-s	stacklevel-	stacklevel_s	Stacklevel 	stacklevel	stacklevel-
stacks	stacks	Stacks	stacks	stacks	Stacks	stacks	stack	stacks	Stacks	stacks	stacks
stadia	stadia	Stadia	stadia	stadia	Stadia	stadia	stadium	stadia	Stadia	stadia	stadia
stadium	stadium	Stadium	stadium	stadium	Stadium	stadia	stadium	stadia	Stadium	stadium	stadium
start_pos	start_pos	StartPos	startPos	start-pos	Start pos	start_pos	start_po	start_pos	Start Pos	start_pos	start_pos
start_server	start_server	StartServer	startServer	start-server	Start server	start_servers	start_server	start_servers	Start Server	start_server	start_server
starting	starting	Starting	starting	starting	Starting	startings	starting	startings	Starting	starting	starting
startline	startline	Startline	startline	startline	Startline	startlines	startline	startlines	Startline	startline	startline
staticmethods	staticmethods	Staticmethods	staticmethods	staticmethods	Staticmethods	staticmethods	staticmethod	staticmethods	Staticmethods	staticmethods	staticmethods
statres	statres	Statres	statres	statres	Statres	statres	statre	statres	Statres	statres	statres
status	status	Status	status	status	Status	statuses	status	statuses	Status	status	status
status_code	status_code	StatusCode	statusCode	status-code	Status code	status_codes	status_code	status_codes	Status Code	status_code	status_code
status_codes	status_codes	StatusCodes	statusCodes	status-codes	Status codes	status_codes	status_code	status_codes	Status Codes	status_codes	status_codes
statuses	statuses	Statuses	statuses	statuses	Statuses	statuses	status	statuses	Statuses	statuses	statuses
stdlib	stdlib	Stdlib	stdlib	stdlib	Stdlib	stdlibs	stdlib	stdlibs	Stdlib	stdlib	stdlib
steady	steady	Steady	steady	steady	Steady	steadies	steady	steadies	Steady	steady	steady
stepping	stepping	Stepping	stepping	stepping	Stepping	steppings	stepping	steppings	Stepping	stepping	stepping
still	still	Still	still	still	Still	stills	still	stills	Still	still	still
stmtprefix	stmtprefix	Stmtprefix	stmtprefix	stmtprefix	Stmtprefix	stmtprefixes	stmtprefix	stmtprefixes	Stmtprefix	stmtprefix	stmtprefix
stop_trace	stop_trace	StopTrace	stopTrace	stop-trace	Stop trace	stop_traces	stop_trace	stop_traces	Stop Trace	stop_trace	stop_trace
stoplineno	stoplineno	Stoplineno	stoplineno	stoplineno	Stoplineno	stoplinenos	stoplineno	stoplinenos	Stoplineno	stoplineno	stoplineno
storage	storage	Storage	storage	storage	Storage	storages	storage	storages	Storage	storage	storage
stored	stored	Stored	stored	stored	Stored	storeds	stored	storeds	Stored	stored	stored
str	str	Str	str	str	Str	strs	str	strs	Str	str	str
str_n	str_n	StrN	strN	str-n	Str n	str_ns	str_n	str_ns	Str N	str_n	str_n
str_to_int	str_to_int	StrToInt	strToInt	str-to-int	Str to int	str_to_ints	str_to_int	str_to_ints	Str To Int	str_to_int	str_to_int
straight	straight	Straight	straight	straight	Straight	straights	straight	straights	Straight	straight	straight
straight-forward	straight_forward	Straight-forward	straight-forward	straight-forward	Straight-forward	straight-forwards	straight-forward	straight_forwards	Straight Forward	straight-forward	straight-forward
strange	strange	Strange	strange	strange	Strange	stranges	strange	stranges	Strange	strange	strange
stray	stray	Stray	stray	stray	Stray	strays	stray	strays	Stray	stray	stray
street	street	Street	street	street	Street	streets	street	streets	Street	street	street
street-address	street_address	Street-address	street-address	street-address	Street-address	street-addresses	street-address	street_addresses	Street Address	street-address	street-address
street_address	street_address	StreetAddress	streetAddress	street-address	Street address	street_addresses	street_address	street_addresses	Street Address	street_address	street_address
stretched	stretched	Stretched	stretched	stretched	Stretched	stretcheds	stretched	stretcheds	Stretched	stretched	stretched
string	string	String	string	string	String	strings	string	strings	String	string	string
stringifier	stringifier	Stringifier	stringifier	stringifier	Stringifier	stringifiers	stringifier	stringifiers	Stringifier	stringifier	stringifier
stringnl_noescape_pair	stringnl_noescape_pair	StringnlNoescapePair	stringnlNoescapePair	stringnl-noescape-pair	Stringnl noescape pair	stringnl_noescape_pairs	stringnl_noescape_pair	stringnl_noescape_pairs	Stringnl Noescape Pair	stringnl_noescape_pair	stringnl_noescape_pair
struct	struct	Struct	struct	struct	Struct	structs	struct	structs	Struct	struct	struct
struct_time	struct_time	StructTime	structTime	struct-time	Struct time	struct_times	struct_time	struct_times	Struct Time	struct_time	struct_time
structs	structs	Structs	structs	structs	Structs	structs	struct	structs	Structs	structs	structs
strxc	strxc	Strxc	strxc	strxc	Strxc	strxcs	strxc	strxcs	Strxc	strxc	strxc
styles	styles	Styles	styles	styles	Styles	styles	style	styles	Styles	styles	styles
stype	stype	Stype	stype	stype	Stype	stypes	stype	stypes	Stype	stype	stype
su_ID	su_id	SuID	suID	su-ID	Su id	su_IDs	su_ID	su_ids	Su	su_id	su_ID
sub-parsers	sub_parsers	Sub-parsers	sub-parsers	sub-parsers	Sub-parsers	sub-parsers	sub-parser	sub_parsers	Sub Parsers	sub-parsers	sub-parsers
sub-slices	sub_slices	Sub-slices	sub-slices	sub-slices	Sub-slices	sub-slices	sub-slice	sub_slices	Sub Slices	sub-slices	sub-slices
subaction	subaction	Subaction	subaction	subaction	Subaction	subactions	subaction	subactions	Subaction	subaction	subaction
subargs	subargs	Subargs	subargs	subargs	Subargs	subargs	subarg	subargs	Subargs	subargs	subargs
subcall	subcall	Subcall	subcall	subcall	Subcall	subcalls	subcall	subcalls	Subcall	subcall	subcall
subdir	subdir	Subdir	subdir	subdir	Subdir	subdirs	subdir	subdirs	Subdir	subdir	subdir
submit	submit	Submit	submit	submit	Submit	submits	submit	submits	Submit	submit	submit
submodules	submodules	Submodules	submodules	submodules	Submodules	submodules	submodule	submodules	Submodules	submodules	submodules
subprocess	subprocess	Subprocess	subprocess	subprocess	Subprocess	subprocesses	subprocess	subprocesses	Subprocess	subprocess	subprocess
subs	subs	Subs	subs	subs	Subs	subs	sub	subs	Subs	subs	subs
subscribe	subscribe	Subscribe	subscribe	subscribe	Subscribe	subscribes	subscribe	subscribes	Subscribe	subscribe	subscribe
subscripted	subscripted	Subscripted	subscripted	subscripted	Subscripted	subscripteds	subscripted	subscripteds	Subscripted	subscripted	subscripted
subslices	subslices	Subslices	subslices	subslices	Subslices	subslices	subslice	subslices	Subslices	subslices	subslices
substrings	substrings	Substrings	substrings	substrings	Substrings	substrings	substring	substrings	Substrings	substrings	substrings
succeeded	succeeded	Succeeded	succeeded	succeeded	Succeeded	succeededs	succeeded	succeededs	Succeeded	succeeded	succeeded
successful	successful	Successful	successful	successful	Successful	successfuls	successful	successfuls	Successful	successful	successful
successive	successive	Successive	successive	successive	Successive	successives	successive	successives	Successive	successive	successive
successor_info	successor_info	SuccessorInfo	successorInfo	successor-info	Successor info	successor_infos	successor_info	successor_infos	Successor Info	successor_info	successor_info
suffix	suffix	Suffix	suffix	suffix	Suffix	suffixes	suffix	suffixes	Suffix	suffix	suffix
suggested	suggested	Suggested	suggested	suggested	Suggested	suggesteds	suggested	suggesteds	Suggested	suggested	suggested
suite	suite	Suite	suite	suite	Suite	suites	suite	suites	Suite	suite	suite
summary	summary	Summary	summary	summary	Summary	summaries	summary	summaries	Summary	summary	summary
summary_label	summary_label	SummaryLabel	summaryLabel	summary-label	Summary label	summary_labels	summary_label	summary_labels	Summary Label	summary_label	summary_label
summary_long_option	summary_long_option	SummaryLongOption	summaryLongOption	summary-long-option	Summary long option	summary_long_options	summary_long_option	summary_long_options	Summary Long Option	summary_long_option	summary_long_option
summary_short_option	summary_short_option	SummaryShortOption	summaryShortOption	summary-short-option	Summary short option	summary_short_options	summary_short_option	summary_short_options	Summary Short Option	summary_short_option	summary_short_option
summed	summed	Summed	summed	summed	Summed	summeds	summed	summeds	Summed	summed	summed
sunders	sunders	Sunders	sunders	sunders	Sunders	sunders	sunder	sunders	Sunders	sunders	sunders
sunos	sunos	Sunos	sunos	sunos	Sunos	sunos	suno	sunos	Sunos	sunos	sunos
superclass_name	superclass_name	SuperclassName	superclassName	superclass-name	Superclass name	superclass_names	superclass_name	superclass_names	Superclass Name	superclass_name	superclass_name
supernet	supernet	Supernet	supernet	supernet	Supernet	supernets	supernet	supernets	Supernet	supernet	supernet
supertype	supertype	Supertype	supertype	supertype	Supertype	supertypes	supertype	supertypes	Supertype	supertype	supertype
supply	supply	Supply	supply	supply	Supply	supplies	supply	supplies	Supply	supply	supply
supported	supported	Supported	supported	supported	Supported	supporteds	supported	supporteds	Supported	supported	supported
supposed	supposed	Supposed	supposed	supposed	Supposed	supposeds	supposed	supposeds	Supposed	supposed	supposed
suppressed	suppressed	Suppressed	suppressed	suppressed	Suppressed	suppresseds	suppressed	suppresseds	Suppressed	suppressed	suppressed
swapped_data	swapped_data	SwappedData	swappedData	swapped-data	Swapped data	swapped_data	swapped_datum	swapped_data	Swapped Data	swapped_data	swapped_data
switch	switch	Switch	switch	switch	Switch	switches	switch	switches	Switch	switch	switch
switches	switches	Switches	switches	switches	Switches	switches	switch	switches	Switches	switches	switches
syllabus	syllabus	Syllabus	syllabus	syllabus	Syllabus	syllabuses	syllabus	syllabuses	Syllabus	syllabus	syllabus
symmetry	symmetry	Symmetry	symmetry	symmetry	Symmetry	symmetries	symmetry	symmetries	Symmetry	symmetry	symmetry
synop	synop	Synop	synop	synop	Synop	synops	synop	synops	Synop	synop	synop
synopsis	synopsis	Synopsis	synopsis	synopsis	Synopsis	synopses	synopsis	synopses	Synopsis	synopsis	synopsis
sys	sys	Sys	sys	sys	Sys	sys	sy	sys	Sys	sys	sys
syscall	syscall	Syscall	syscall	syscall	Syscall	syscalls	syscall	syscalls	Syscall	syscall	syscall
system	system	System	system	system	System	systems	system	systems	System	system	system
system-level	system_level	System-level	system-level	system-level	System-level	system-levels	system-level	system_levels	System Level	system-level	system-level
system_properties	system_properties	SystemProperties	systemProperties	system-properties	System properties	system_properties	system_property	system_properties	System Properties	system_properties	system_properties
szl_PL	szl_pl	SzlPL	szlPL	szl-PL	Szl pl	szl_PLs	szl_PL	szl_pls	Szl Pl	szl_pl	szl_PL
t_cc	t_cc	TCc	tCc	t-cc	T cc	t_ccs	t_cc	t_ccs	T Cc	t_cc	t_cc
ta_LK	ta_lk	TaLK	taLK	ta-LK	Ta lk	ta_LKs	ta_LK	ta_lks	Ta Lk	ta_lk	ta_LK
tableized	tableized	Tableized	tableized	tableized	Tableized	tableizeds	tableized	tableizeds	Tableized	tableized	tableized
tail	tail	Tail	tail	tail	Tail	tails	tail	tails	Tail	tail	tail
